BCUT2D_MWLOW,PEOE_VSA14,SMR_VSA1,MinEStateIndex,VSA_EState5,VSA_EState6,VSA_EState7,MolLogP
10.262306644055705,5.969305287951849,14.69560176298435,-1.0703703703703698,-1.5287962962962953,-1.5506481481481487,0.0,-1.0770999999999997
10.123164490432176,5.969305287951849,14.69560176298435,-1.1094212962962955,-1.7821823297220105,-1.7134696764508277,0.7121551398337114,-1.8337299999999983
10.16072488375609,5.969305287951849,19.490138947056174,-1.321481481481481,-2.7649773242630378,-2.1428458049886627,-0.450601851851852,-2.2215999999999987
10.169109462903146,11.938610575903699,24.596666341896878,-1.4388888888888893,-3.400532879818593,-2.308662131519275,-0.6728240740740743,-1.6222999999999992
10.258607377724227,5.969305287951849,14.69560176298435,-1.1120370370370367,-1.5520370370370364,-1.6679938271604944,0.0,-1.1672
10.121149989357546,5.969305287951849,19.490138947056174,-1.2173611111111107,-2.4088737717309128,-1.9199740173847322,-0.13955782312925158,-1.8314999999999984
10.327364623539191,5.969305287951849,14.69560176298435,-1.0749999999999995,-1.5311111111111102,-0.6533796296296301,0.0,-1.4655999999999998
10.133415840213127,5.969305287951849,14.69560176298435,-1.1138888888888883,-1.6111706349206338,-1.747375992063493,3.145720112118922,-1.1311999999999987
9.988801858068918,5.969305287951849,14.69560176298435,-1.020046296296296,-1.5543981481481481,-1.528327664399094,0.6906736583522299,-0.050900000000000445
10.099217258056118,5.969305287951849,14.69560176298435,-1.0407208994708992,-1.4896575018896443,-1.5588810416141774,1.8011125283446714,-0.967999999999998
10.185038305601731,5.969305287951849,14.69560176298435,-1.0203240740740738,-0.7615920256991675,-1.5073337112622833,2.2929054862685816,-0.34390000000000015
10.187544314011621,5.969305287951849,14.69560176298435,-0.9384259259259251,-1.2116666666666653,-1.2792129629629638,1.2809722222222222,-0.5908000000000002
10.246399767095681,5.969305287951849,19.802129157825057,-1.2856481481481474,-1.8861574074074063,-2.053796296296297,0.0,-2.104699999999999
10.149176891725139,5.969305287951849,19.802129157825057,-1.3069444444444447,-1.891388888888888,-2.0980555555555562,-1.1525925925925928,-1.7161999999999988
10.046816182675729,5.969305287951849,14.69560176298435,-1.0793693310657593,-1.554145933064583,5.8757731865830705,1.9686942554799698,0.6270000000000002
10.055280463949334,5.969305287951849,19.802129157825057,-1.1277083333333329,-1.5384311749391104,4.328950092382632,0.13300925925925933,-0.1486999999999996
10.125205579622348,5.969305287951849,14.69560176298435,-1.1075959760370833,-1.74162617855529,-1.7134696764508281,0.9524518140589571,-1.8337299999999974
10.105130632958785,5.969305287951849,19.490138947056174,-1.3875976054001848,-3.0588672709799143,-2.305667333291342,0.24646173976937003,-2.9782299999999973
10.107582307677351,11.938610575903699,24.596666341896878,-1.5125976054001848,-3.708311715424358,-2.4714836598219545,-0.03170184047754376,-2.378929999999997
10.124667518701767,5.969305287951849,14.69560176298435,-1.1492626427037502,-1.8224329839833076,-1.8308153554631739,0.9144876700680273,-1.9238299999999975
10.090029108710954,5.969305287951849,19.490138947056174,-1.2545867167778237,-2.689571979538643,-2.082795545687411,0.56100952036513,-2.588129999999997
10.09246098556633,11.938610575903699,24.596666341896878,-1.3101422723333795,-3.297778181151438,-2.1940455456874113,0.16909594011821638,-1.9888299999999965
10.095377763423084,5.969305287951849,14.69560176298435,-1.1511144945556018,-1.8374779443109017,-1.910197520366172,3.952966414590208,-1.8878299999999966
9.984240525948938,5.969305287951849,14.69560176298435,-1.0572719019630095,-1.8264484506561525,-1.6911491927017734,1.600407516465417,-0.8075299999999981
10.07847766973946,5.969305287951849,14.69560176298435,-1.0779465051376127,-1.7058711348837883,-1.7217025699168564,2.6023335979512097,-1.7246299999999968
10.11168243830774,5.969305287951849,14.69560176298435,-1.0575496797407868,-1.014014286987354,-1.6701552395649624,3.1875386692175462,-1.1005299999999976
10.12287621257451,5.969305287951849,19.802129157825057,-1.3482457535483332,-2.1297999618427097,-2.2166178245989765,0.8143955498866214,-2.8613299999999975
10.10024712769851,5.969305287951849,19.802129157825057,-1.3806531609557406,-2.1361195975941634,-2.2608770838582357,-0.4103774957973192,-2.4728299999999974
10.039630264053912,5.969305287951849,14.69560176298435,-1.1165949367324723,-1.7760768252212904,5.669457597648416,2.7953465691668464,-0.12962999999999797
10.046449272351241,5.969305287951849,19.802129157825057,-1.1649339390000464,-1.7966760530414227,4.117882874668969,0.9320377651749407,-0.9053299999999977
10.034456921531229,5.969305287951849,14.69560176298435,-1.0751885686296758,-1.9078492005796293,-1.70532152830268,0.9485426114890403,-1.1976299999999978
