qed,BCUT2D_MWLOW,BCUT2D_LOGPHI,SMR_VSA1,MinEStateIndex,VSA_EState5,VSA_EState6,VSA_EState7,LogP
0.5454454795213004,3.511852268281167,-3.0622895825075265,-1.1989354582842986,0.8575495736040714,0.9114151535713125,-0.3204477161435732,-0.2295070293842947,-0.07455911459435721
-1.4418337574209612,1.031440172269133,-1.1405323848018405,-1.1989354582842986,0.6537086670918606,0.7588820134052721,-0.3526253741973833,0.2590589476270958,-0.6811624751103579
-0.015582312018327413,1.7010090376733644,-1.8293066648591294,-0.6656913537158576,-0.45321874521304456,0.16725979717622322,-0.4374809727449861,-0.5386373321502717,-0.9921245641675481
0.13955224298018737,1.8504764060784553,-1.698295383522237,-0.09774797908475748,-1.0660705992912578,-0.21533147404821054,-0.4702504787830472,-0.6910903736869706,-0.511655386422495
0.12033950552730355,3.445907443395128,-2.264644804120687,-1.1989354582842986,0.6400548304375131,0.8974247093584141,-0.3436381945324761,-0.2295070293842947,-0.1467938433025659
0.3150411421724349,4.6716057653382395,-4.361858508060167,-1.1989354582842986,0.8333834910300089,0.9100216830321792,-0.14312473021958813,-0.2295070293842947,-0.38602628555039487
0.6492095579462892,1.2141854535152437,-0.9594153462829462,-1.1989354582842986,0.63038839740789,0.8618275091001554,-0.35932612096608296,1.9285786657363317,-0.11793202051127175
1.134699535933159,-1.3637699771121181,0.1629815471423938,-1.1989354582842986,1.1202348911841222,0.8960033694084978,-0.3160366232054357,0.2443218202785483,0.748163178417446
0.03642963663389421,0.6045457818581758,-0.7238622207608961,-1.1989354582842986,1.012316071003383,0.9349758965706292,-0.32207474442112904,1.0061258445476997,0.012908242809257326
1.0500521780284915,2.134431290174504,-0.7045040350960852,-1.1989354582842986,1.1187849262296783,1.3732562225554257,-0.31188768631560243,1.3435148396359342,0.5132600095883111
1.2674609625314268,2.1791045499360084,1.4704552990033022,-1.1989354582842986,1.5462829269648353,1.1023206174325724,-0.2668052484446762,0.6492894719238134,0.31531600827802614
-0.0754409050986009,3.2282889555544454,-2.8950963875926004,-0.6309920836531979,-0.26617326608980435,0.6962911717399165,-0.4198825343171385,-0.2295070293842947,-0.8984038118258216
0.11222131023824426,1.4951492146629806,-1.6980842433124885,-0.6309920836531979,-0.3773372459304939,0.6931419283214753,-0.42862928497723507,-1.0202301381546393,-0.5869366408697841
1.508079805454854,-0.329579915011714,1.6457550200660487,-1.1989354582842986,0.810576134119039,0.8961551976611182,1.1472012413596069,1.121093392582572,1.2916473359234901
1.1314232732082097,-0.17869173980131933,0.649692392655177,-0.6309920836531979,0.5582526409243145,0.9056151563313772,0.8415098188937038,-0.1382575318145164,0.6697552265011005
-1.441833757420961,1.0678255679561925,-1.512579337577057,-1.1989354582842986,0.6632366085552385,0.7832959757964632,-0.35262537419738343,0.42391176248265966,-0.6811624751103572
-1.7124413081568384,0.7099603255809503,-1.1483482029760308,-0.6656913537158576,-0.7983365705938459,-0.009655859262661081,-0.4696586307987964,-0.06042474105809403,-1.5987279246835489
-1.6770769409395412,0.7536650079439372,-1.092308172674849,-0.09774797908475748,-1.4508208000935159,-0.4006079537218942,-0.5024281368368574,-0.2512557183983022,-1.1182587469384948
-1.8049596495009073,1.0582338462453735,-1.3258917021015348,-1.1989354582842986,0.4457418653886802,0.7346519538190827,-0.37581585258628636,0.39786689098926475,-0.7533972038185658
-1.730798764615023,0.4407536011120579,-0.7883869761417087,-0.6656913537158576,-0.1040365131712241,0.21265225176660882,-0.4256135205107443,0.1553672053138941,-1.285978006047898
